   1 	     9.4808 
   2 	    18.8841 
   3 	    28.2857 
   4 	    37.7183 
   5 	    47.1500 
   6 	    56.6173 
   7 	    65.9314 
   8 	    75.4339 
   9 	    84.8364 
  10 	    94.3519 
  11 	   103.6963 
  12 	   113.1272 
  13 	   122.5420 
  14 	   131.9819 
  15 	   141.4170 
  16 	   150.8674 
  17 	   160.2502 
  18 	   169.6291 
  19 	   179.0712 
  20 	   188.4459 
  21 	   197.9463 
  22 	   207.2921 
  23 	   216.7453 
  24 	   226.1730 
  25 	   235.6094 
  26 	   245.0914 
