   1 	     7.6798 
   2 	    17.0283 
   3 	    26.4656 
   4 	    35.7785 
   5 	    45.2178 
   6 	    54.6243 
   7 	    63.9492 
   8 	    73.3123 
   9 	    82.6859 
  10 	    92.0928 
  11 	   101.4932 
  12 	   110.8089 
  13 	   120.2049 
  14 	   129.6155 
  15 	   138.9639 
  16 	   148.2240 
  17 	   157.6019 
  18 	   166.8769 
  19 	   176.1305 
  20 	   185.3314 
  21 	   194.6867 
  22 	   203.9118 
  23 	   213.2379 
