#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35EA5
#Date Time: 2025-12-01 11:15:21.252
#Sample rate: 20000Hz
#Samples: 76438
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 1 V/div Offset: -1.6 V Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V)
-6.5536,1.049160541520976
-6.55355,0.8127014931510309
-6.5535,0.81270149314759
-6.55345,0.81270149314759
-6.5534,0.81270149314759
-6.55335,0.81270149314759
-6.5533,0.81270149314759
-6.55325,0.81270149314759
-6.5532,0.81270149314759
-6.55315,0.81270149314759
-6.5531,0.81270149314759
-6.55305,0.81270149314759
-6.553,0.81270149314759
-6.55295,0.81270149314759
-6.5529,0.81270149314759
-6.55285,0.81270149314759
-6.5528,0.81270149314759
-6.55275,0.81270149314759
-6.5527,0.81270149314759
-6.55265,0.81270149314759
-6.5526,0.81270149314759
-6.55255,0.81270149314759
-6.5525,0.8090636616341533
-6.55245,0.81270149314759
-6.5524,0.81270149314759
-6.55235,0.81270149314759
-6.5523,0.81270149314759
-6.55225,0.81270149314759
-6.5522,0.8090636616341533
-6.55215,0.81270149314759
-6.5521,0.8090636616341533
-6.55205,0.812701493147537
-6.552,0.81270149314759
-6.55195,0.81270149314759
-6.5519,0.81270149314759
-6.55185,0.8090636616341533
-6.5518,0.81270149314759
-6.55175,0.81270149314759
-6.5517,0.81270149314759
-6.55165,0.81270149314759
-6.5516,0.81270149314759
-6.55155,0.81270149314759
-6.5515,0.81270149314759
-6.55145,0.81270149314759
-6.5514,0.81270149314759
-6.55135,0.81270149314759
-6.5513,0.81270149314759
-6.55125,0.81270149314759
-6.5512,0.81270149314759
-6.55115,0.81270149314759
-6.5511,0.81270149314759
-6.55105,0.81270149314759
-6.551,0.81270149314759
-6.55095,0.81270149314759
-6.5509,0.81270149314759
-6.55085,0.81270149314759
-6.5508,0.81270149314759
-6.55075,0.81270149314759
-6.5507,0.81270149314759
-6.55065,0.81270149314759
-6.5506,0.81270149314759
-6.55055,0.81270149314759
-6.5505,0.81270149314759
-6.55045,0.81270149314759
-6.5504,0.81270149314759
-6.55035,0.81270149314759
-6.5503,0.81270149314759
-6.55025,0.81270149314759
-6.5502,0.81270149314759
-6.55015,0.81270149314759
-6.5501,0.81270149314759
-6.55005,0.81270149314759
-6.55,0.81270149314759
-6.54995,0.81270149314759
-6.5499,0.81270149314759
-6.54985,0.81270149314759
-6.5498,0.81270149314759
-6.54975,0.81270149314759
-6.5497,0.81270149314759
-6.54965,0.81270149314759
-6.5496,0.81270149314759
-6.54955,0.81270149314759
-6.5495,0.81270149314759
-6.54945,0.81270149314759
-6.5494,0.81270149314759
-6.54935,0.81270149314759
-6.5493,0.81270149314759
-6.54925,0.81270149314759
-6.5492,0.81270149314759
-6.54915,0.81270149314759
-6.5491,0.81270149314759
-6.54905,0.81270149314759
-6.549,0.81270149314759
-6.54895,0.81270149314759
-6.5489,0.81270149314759
-6.54885,0.81270149314759
-6.5488,0.81270149314759
-6.54875,0.81270149314759
-6.5487,0.81270149314759
-6.54865,0.8090636616341533
-6.5486,0.812701493147537
-6.54855,0.81270149314759
-6.5485,0.81270149314759
-6.54845,0.81270149314759
-6.5484,0.81270149314759
-6.54835,0.81270149314759
-6.5483,0.81270149314759
-6.54825,0.81270149314759
-6.5482,0.81270149314759
-6.54815,0.81270149314759
-6.5481,0.81270149314759
-6.54805,0.81270149314759
-6.548,0.81270149314759
-6.54795,0.81270149314759
-6.5479,0.81270149314759
-6.54785,0.81270149314759
-6.5478,0.81270149314759
-6.54775,0.81270149314759
-6.5477,0.81270149314759
-6.54765,0.81270149314759
-6.5476,0.81270149314759
-6.54755,0.81270149314759
-6.5475,0.81270149314759
-6.54745,0.81270149314759
-6.5474,0.81270149314759
-6.54735,0.81270149314759
-6.5473,0.81270149314759
-6.54725,0.81270149314759
-6.5472,0.81270149314759
-6.54715,0.81270149314759
-6.5471,0.81270149314759
-6.54705,0.81270149314759
-6.547,0.81270149314759
-6.54695,0.81270149314759
-6.5469,0.81270149314759
-6.54685,0.8090636616341533
-6.5468,0.81270149314759
-6.54675,0.81270149314759
-6.5467,0.81270149314759
-6.54665,0.81270149314759
-6.5466,0.81270149314759
-6.54655,0.81270149314759
-6.5465,0.81270149314759
-6.54645,0.81270149314759
-6.5464,0.81270149314759
-6.54635,0.81270149314759
-6.5463,0.81270149314759
