#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35EA5
#Date Time: 2025-12-01 11:35:07.752
#Sample rate: 20000Hz
#Samples: 51923
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 1 V/div Offset: -1.6 V Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V)
-6.5536,0.8781824603894508
-6.55355,0.794512335581624
-6.5535,0.7945123355804065
-6.55345,0.7945123355804065
-6.5534,0.7981501670938431
-6.55335,0.7945123355804065
-6.5533,0.7945123355804065
-6.55325,0.7945123355804065
-6.5532,0.7945123355804065
-6.55315,0.7981501670937902
-6.5531,0.7945123355804065
-6.55305,0.7945123355804065
-6.553,0.7945123355804065
-6.55295,0.7945123355804065
-6.5529,0.7945123355804065
-6.55285,0.7945123355804065
-6.5528,0.7945123355804065
-6.55275,0.7981501670938431
-6.5527,0.7981501670938431
-6.55265,0.7981501670938431
-6.5526,0.7981501670938431
-6.55255,0.7981501670938431
-6.5525,0.7981501670938431
-6.55245,0.7981501670938431
-6.5524,0.7945123355804065
-6.55235,0.7945123355804065
-6.5523,0.7945123355804065
-6.55225,0.7945123355804065
-6.5522,0.7981501670938431
-6.55215,0.7945123355804065
-6.5521,0.7981501670938431
-6.55205,0.7981501670938431
-6.552,0.7945123355804065
-6.55195,0.7945123355804065
-6.5519,0.7981501670938431
-6.55185,0.7981501670938431
-6.5518,0.7945123355804065
-6.55175,0.7981501670938431
-6.5517,0.7945123355804065
-6.55165,0.7945123355804065
-6.5516,0.7945123355804065
-6.55155,0.7945123355804065
-6.5515,0.7945123355804065
-6.55145,0.7945123355804065
-6.5514,0.7945123355804065
-6.55135,0.7981501670938431
-6.5513,0.7981501670938431
-6.55125,0.7945123355804065
-6.5512,0.7945123355804065
-6.55115,0.7945123355804065
-6.5511,0.7945123355804065
-6.55105,0.7945123355804065
-6.551,0.7945123355804065
-6.55095,0.7945123355804065
-6.5509,0.7945123355804065
-6.55085,0.7945123355804065
-6.5508,0.7945123355804065
-6.55075,0.7945123355804065
-6.5507,0.7945123355804065
-6.55065,0.7981501670938431
-6.5506,0.7945123355804065
-6.55055,0.7945123355804065
-6.5505,0.7981501670937902
-6.55045,0.7945123355804065
-6.5504,0.7945123355804065
-6.55035,0.7945123355804065
-6.5503,0.7945123355804065
-6.55025,0.7945123355804065
-6.5502,0.7945123355804065
-6.55015,0.7945123355804065
-6.5501,0.7945123355804065
-6.55005,0.7945123355804065
-6.55,0.7945123355804065
-6.54995,0.7945123355804065
-6.5499,0.7945123355804065
-6.54985,0.7945123355804065
-6.5498,0.7945123355804065
-6.54975,0.7945123355804065
-6.5497,0.7945123355804065
-6.54965,0.7945123355804065
-6.5496,0.7945123355804065
-6.54955,0.7945123355804065
-6.5495,0.7945123355804065
-6.54945,0.7945123355804065
-6.5494,0.7945123355804065
-6.54935,0.7945123355804065
-6.5493,0.7945123355804065
-6.54925,0.7945123355804065
-6.5492,0.7945123355804065
-6.54915,0.7945123355804065
-6.5491,0.7981501670938431
-6.54905,0.7981501670938431
-6.549,0.7981501670938431
-6.54895,0.7981501670937902
-6.5489,0.7945123355804065
-6.54885,0.7981501670938431
-6.5488,0.7981501670938431
-6.54875,0.7945123355804065
-6.5487,0.7945123355804065
-6.54865,0.7945123355804065
-6.5486,0.7945123355804065
-6.54855,0.7945123355804065
-6.5485,0.7945123355804065
-6.54845,0.7945123355804065
-6.5484,0.7945123355804065
-6.54835,0.7981501670938431
-6.5483,0.7981501670938431
-6.54825,0.7945123355804065
-6.5482,0.7945123355804594
-6.54815,0.7981501670938431
-6.5481,0.7945123355804065
-6.54805,0.7945123355804065
-6.548,0.7945123355804065
-6.54795,0.7945123355804065
-6.5479,0.7945123355804065
-6.54785,0.7945123355804065
-6.5478,0.7981501670937902
-6.54775,0.7945123355804065
-6.5477,0.7945123355804065
-6.54765,0.7981501670938431
-6.5476,0.7945123355804065
-6.54755,0.7945123355804065
-6.5475,0.7945123355804065
-6.54745,0.7945123355804065
-6.5474,0.7945123355804065
-6.54735,0.7981501670938431
-6.5473,0.7945123355804065
-6.54725,0.7981501670938431
-6.5472,0.7945123355804065
-6.54715,0.7981501670938431
-6.5471,0.7981501670938431
-6.54705,0.7981501670938431
-6.547,0.7981501670938431
-6.54695,0.7981501670938431
-6.5469,0.7981501670938431
-6.54685,0.7945123355804065
-6.5468,0.7945123355804065
-6.54675,0.7945123355804065
-6.5467,0.7945123355804065
-6.54665,0.7981501670938431
-6.5466,0.7981501670938431
-6.54655,0.7981501670938431
-6.5465,0.7981501670938431
-6.54645,0.7981501670938431
-6.5464,0.7945123355804065
-6.54635,0.7945123355804065
-6.5463,0.7945123355804065
-6.54625,0.7945123355804065
-6.5462,0.7981501670938431
-6.54615,0.7981501670938431
-6.5461,0.7981501670938431
-6.54605,0.7981501670938431
-6.546,0.7981501670938431
-6.54595,0.7945123355804594
-6.5459,0.7981501670938431
-6.54585,0.7981501670938431
-6.5458,0.7945123355804065
-6.54575,0.7945123355804065
-6.5457,0.7945123355804065
-6.54565,0.7945123355804065
-6.5456,0.7945123355804065
-6.54555,0.7945123355804065
-6.5455,0.7945123355804065
-6.54545,0.7945123355804065
-6.5454,0.7981501670938431
-6.54535,0.7945123355804065
-6.5453,0.7945123355804065
-6.54525,0.7945123355804065
-6.5452,0.7945123355804065
-6.54515,0.7981501670937902
-6.5451,0.7945123355804065
-6.54505,0.7945123355804065
-6.545,0.7981501670938431
-6.54495,0.7945123355804065
-6.5449,0.7945123355804065
-6.54485,0.7981501670938431
-6.5448,0.7981501670938431
-6.54475,0.7945123355804065
-6.5447,0.7945123355804065
-6.54465,0.7981501670938431
-6.5446,0.7981501670938431
-6.54455,0.7981501670938431
-6.5445,0.7945123355804065
-6.54445,0.7981501670938431
-6.5444,0.7981501670938431
-6.54435,0.7981501670938431
-6.5443,0.7945123355804065
-6.54425,0.7981501670938431
-6.5442,0.7981501670938431
-6.54415,0.7981501670938431
-6.5441,0.7945123355804065
-6.54405,0.7945123355804065
-6.544,0.7981501670937902
-6.54395,0.7945123355804065
-6.5439,0.7981501670938431
-6.54385,0.7981501670938431
-6.5438,0.7945123355804065
-6.54375,0.7945123355804065
-6.5437,0.7945123355804065
-6.54365,0.7945123355804065
-6.5436,0.7945123355804065
-6.54355,0.7945123355804065
-6.5435,0.7945123355804065
-6.54345,0.7945123355804065
-6.5434,0.7945123355804065
-6.54335,0.7945123355804065
-6.5433,0.7945123355804065
-6.54325,0.7945123355804065
-6.5432,0.7945123355804065
-6.54315,0.7945123355804065
-6.5431,0.7945123355804065
-6.54305,0.7945123355804065
-6.543,0.7945123355804065
-6.54295,0.7945123355804065
-6.5429,0.7945123355804065
-6.54285,0.7945123355804065
-6.5428,0.7945123355804065
-6.54275,0.7945123355804065
-6.5427,0.7945123355804065
